Area name,Unemployment_rate_2019,Median_Household_Income_2018
"Murray County, MN",4.3,"59,938"
"Nicollet County, MN",2.5,"66,209"
"Nobles County, MN",3,"55,766"
"Norman County, MN",4.8,"48,799"
"Olmsted County, MN",2.6,"76,001"
"Otter Tail County, MN",4.2,"53,778"
"Pennington County, MN",4.6,"57,494"
"Pine County, MN",5.5,"50,387"
"Pipestone County, MN",3.5,"55,378"
"Polk County, MN",4,"60,180"
"Pope County, MN",3.1,"60,975"
"Ramsey County, MN",3,"62,937"
"Red Lake County, MN",5.3,"54,412"
"Redwood County, MN",3.7,"56,760"
"Renville County, MN",4.5,"59,787"
"Rice County, MN",3.1,"67,024"
"Rock County, MN",2.3,"63,503"
"Roseau County, MN",3.9,"60,239"
"St. Louis County, MN",4,"53,833"
"Scott County, MN",2.7,"101,427"
"Sherburne County, MN",3.5,"81,850"
"Sibley County, MN",3.8,"66,209"
"Stearns County, MN",3.2,"60,843"
"Steele County, MN",3.2,"65,323"
"Stevens County, MN",2.7,"61,929"
"Swift County, MN",4.4,"51,552"
"Todd County, MN",4.4,"58,113"
"Traverse County, MN",3.7,"49,773"
"Wabasha County, MN",3.3,"63,633"
"Wadena County, MN",6.2,"46,312"
"Waseca County, MN",3.9,"58,335"
"Washington County, MN",2.8,"95,840"
"Watonwan County, MN",4,"51,962"
"Wilkin County, MN",3.4,"61,387"
"Winona County, MN",2.9,"56,076"
"Wright County, MN",3.3,"87,377"
"Yellow Medicine County, MN",3.8,"56,528"
Mississippi,5.4,"44,740"
"Adams County, MS",7.1,"33,392"
"Alcorn County, MS",4.7,"40,010"
"Amite County, MS",7,"38,092"
"Attala County, MS",6.2,"36,761"
"Benton County, MS",6.1,"35,184"
"Bolivar County, MS",7,"33,116"
"Calhoun County, MS",5.5,"39,176"
"Carroll County, MS",6.3,"42,588"
"Chickasaw County, MS",5.6,"37,429"
"Choctaw County, MS",5.5,"38,479"
"Claiborne County, MS",10.7,"29,631"
"Clarke County, MS",6.2,"41,495"
"Clay County, MS",7.5,"38,121"
"Coahoma County, MS",7.7,"29,380"
"Copiah County, MS",6.6,"38,664"
"Covington County, MS",4.9,"36,083"
"DeSoto County, MS",4.4,"68,126"
"Forrest County, MS",5.1,"39,061"
"Franklin County, MS",6.8,"39,508"
"George County, MS",7.4,"47,246"
"Greene County, MS",7.8,"42,022"
"Grenada County, MS",5.1,"39,633"
"Hancock County, MS",5.6,"49,843"
"Harrison County, MS",5.2,"45,355"
"Hinds County, MS",5.2,"44,776"
"Holmes County, MS",10.3,"26,449"
"Humphreys County, MS",10.1,"28,542"
"Issaquena County, MS",11.3,"26,936"
"Itawamba County, MS",4.7,"45,720"
"Jackson County, MS",6,"51,771"
"Jasper County, MS",6.8,"36,987"
"Jefferson County, MS",15.5,"28,024"
"Jefferson Davis County, MS",6.9,"31,739"
"Jones County, MS",5.4,"42,435"
"Kemper County, MS",8,"33,437"
"Lafayette County, MS",4.5,"49,381"
"Lamar County, MS",4.2,"58,377"
"Lauderdale County, MS",5.5,"40,077"
"Lawrence County, MS",6.8,"40,510"
"Leake County, MS",5.5,"37,212"
"Lee County, MS",4.4,"51,088"
"Leflore County, MS",7.5,"29,244"
"Lincoln County, MS",5.6,"43,478"
"Lowndes County, MS",5.3,"44,348"
"Madison County, MS",4.4,"75,740"
"Marion County, MS",5.5,"36,408"
"Marshall County, MS",5.7,"40,285"
"Monroe County, MS",5.5,"44,681"
"Montgomery County, MS",6,"36,311"
"Neshoba County, MS",5.9,"36,236"
"Newton County, MS",5.5,"40,792"
"Noxubee County, MS",7.3,"32,167"
"Oktibbeha County, MS",5.6,"39,130"
"Panola County, MS",6.6,"39,198"
"Pearl River County, MS",5.2,"45,268"
"Perry County, MS",6.7,"39,687"
"Pike County, MS",6.5,"33,983"
"Pontotoc County, MS",4.3,"44,297"
"Prentiss County, MS",4.9,"41,281"
"Quitman County, MS",8.2,"27,767"
"Rankin County, MS",3.9,"66,296"
"Scott County, MS",4.5,"38,034"
"Sharkey County, MS",8.4,"28,887"
"Simpson County, MS",5.2,"38,173"
"Smith County, MS",5.2,"46,764"
"Stone County, MS",6.6,"44,622"
"Sunflower County, MS",8.9,"31,329"
"Tallahatchie County, MS",5.8,"32,692"
"Tate County, MS",5.6,"48,082"
"Tippah County, MS",5.1,"39,833"
"Tishomingo County, MS",5.1,"41,455"
"Tunica County, MS",6.2,"33,143"
"Union County, MS",4.2,"46,600"
"Walthall County, MS",7.3,"33,566"
"Warren County, MS",6,"46,049"
"Washington County, MS",7.6,"33,991"
"Wayne County, MS",6.1,"37,401"
"Webster County, MS",5.6,"43,349"
"Wilkinson County, MS",10.1,"29,900"
"Winston County, MS",6.1,"39,498"
"Yalobusha County, MS",5.7,"39,551"
"Yazoo County, MS",6.4,"33,111"
Missouri,3.3,"54,412"
"Adair County, MO",3.9,"40,395"
"Andrew County, MO",2.8,"57,459"
"Atchison County, MO",3.7,"49,122"
"Audrain County, MO",3.4,"44,340"
"Barry County, MO",3.5,"42,457"
"Barton County, MO",3.4,"41,583"
"Bates County, MO",4,"45,955"
"Benton County, MO",4.8,"40,025"
"Bollinger County, MO",3.9,"44,233"
"Boone County, MO",2.4,"55,136"
"Buchanan County, MO",3.1,"52,506"
"Butler County, MO",4.7,"38,067"
"Caldwell County, MO",3.2,"47,591"
"Callaway County, MO",2.9,"53,970"
"Camden County, MO",4.5,"48,580"
"Cape Girardeau County, MO",2.9,"51,962"
"Carroll County, MO",3.2,"47,049"
"Carter County, MO",4.9,"34,134"
"Cass County, MO",3,"71,374"
"Cedar County, MO",3.7,"37,288"
"Chariton County, MO",3,"48,421"
"Christian County, MO",2.7,"58,057"
"Clark County, MO",3.6,"46,832"
"Clay County, MO",2.9,"68,943"
"Clinton County, MO",3,"58,641"
"Cole County, MO",2.6,"62,817"
"Cooper County, MO",3.7,"52,513"
"Crawford County, MO",3.8,"42,774"
"Dade County, MO",3.1,"41,381"
"Dallas County, MO",4.5,"38,765"
"Daviess County, MO",3.3,"51,255"
"DeKalb County, MO",3.1,"48,920"
"Dent County, MO",3.6,"39,392"
"Douglas County, MO",5.1,"36,762"
"Dunklin County, MO",5.5,"37,331"
"Franklin County, MO",3.2,"58,738"
"Gasconade County, MO",3.4,"52,282"
"Gentry County, MO",2.7,"43,731"
"Greene County, MO",2.7,"44,799"
"Grundy County, MO",3.5,"40,315"
"Harrison County, MO",3.3,"40,639"
"Henry County, MO",3.7,"44,978"
"Hickory County, MO",4.2,"35,025"
"Holt County, MO",2.8,"47,191"
"Howard County, MO",3.1,"45,767"
"Howell County, MO",4.1,"36,762"
"Iron County, MO",4.8,"37,755"
"Jackson County, MO",3.7,"55,864"
"Jasper County, MO",3,"46,596"
"Jefferson County, MO",3.1,"65,150"
"Johnson County, MO",3.7,"52,151"
"Knox County, MO",2.9,"39,309"
"Laclede County, MO",6.9,"44,562"
"Lafayette County, MO",3.1,"53,389"
"Lawrence County, MO",3.5,"45,074"
"Lewis County, MO",3.2,"48,179"
"Lincoln County, MO",3.3,"62,238"
"Linn County, MO",4.9,"44,992"
"Livingston County, MO",2.5,"48,749"
"McDonald County, MO",3.3,"40,204"
"Macon County, MO",3.4,"45,440"
"Madison County, MO",3.4,"40,191"
"Maries County, MO",3.5,"46,371"
"Marion County, MO",3.2,"49,393"
"Mercer County, MO",3.2,"46,014"
"Miller County, MO",3.8,"47,225"
"Mississippi County, MO",4.1,"34,735"
"Moniteau County, MO",3,"57,047"
"Monroe County, MO",4.2,"46,216"
"Montgomery County, MO",3.1,"48,951"
"Morgan County, MO",4.3,"45,276"
"New Madrid County, MO",4.3,"38,093"
"Newton County, MO",3.3,"49,220"
"Nodaway County, MO",3,"46,698"
"Oregon County, MO",3.9,"32,720"
"Osage County, MO",2.4,"58,855"
"Ozark County, MO",5.8,"34,367"
"Pemiscot County, MO",5,"31,831"
"Perry County, MO",2.6,"53,871"
"Pettis County, MO",3.5,"45,254"
"Phelps County, MO",3.3,"43,079"
"Pike County, MO",3.6,"43,591"
"Platte County, MO",2.7,"82,567"
"Polk County, MO",3.4,"45,336"
"Pulaski County, MO",4.1,"52,532"
"Putnam County, MO",3.7,"40,866"
"Ralls County, MO",3.1,"57,549"
"Randolph County, MO",3.9,"44,975"
"Ray County, MO",3.6,"58,693"
"Reynolds County, MO",3.7,"36,592"
"Ripley County, MO",5.5,"32,802"
"St. Charles County, MO",2.5,"82,048"
"St. Clair County, MO",4.6,"37,013"
"Ste. Genevieve County, MO",2.7,"59,043"
"St. Francois County, MO",3.7,"45,584"
"St. Louis County, MO",3.1,"66,992"
"Saline County, MO",3.2,"43,776"
"Schuyler County, MO",4.4,"39,463"
"Scotland County, MO",3.1,"42,053"
"Scott County, MO",3.5,"44,261"
"Shannon County, MO",5.6,"32,715"
"Shelby County, MO",3,"44,564"
"Stoddard County, MO",4.7,"40,808"
"Stone County, MO",5,"46,026"
"Sullivan County, MO",3.5,"41,978"
"Taney County, MO",5.1,"40,887"
"Texas County, MO",4.5,"34,824"
"Vernon County, MO",3.5,"42,552"
"Warren County, MO",2.9,"62,056"
"Washington County, MO",4.5,"38,591"
"Wayne County, MO",4.8,"33,703"
"Webster County, MO",3.6,"51,141"
"Worth County, MO",2.7,"43,119"
"Wright County, MO",5.3,"35,293"
"St. Louis city, MO",3.9,"43,263"
Montana,3.5,"55,248"
"Beaverhead County, MT",2.9,"47,674"
"Big Horn County, MT",7.4,"40,425"
"Blaine County, MT",3.5,"39,237"
"Broadwater County, MT",4,"52,840"
"Carbon County, MT",3.4,"53,661"
"Carter County, MT",2.8,"47,985"
"Cascade County, MT",3.4,"50,054"
"Chouteau County, MT",2.7,"44,645"
"Custer County, MT",2.9,"50,525"
"Daniels County, MT",2,"44,659"
"Dawson County, MT",2.4,"56,167"
"Deer Lodge County, MT",3.2,"45,641"
"Fallon County, MT",1.8,"62,029"
"Fergus County, MT",3.1,"49,147"
"Flathead County, MT",4.7,"54,382"
"Gallatin County, MT",2.3,"67,569"
"Garfield County, MT",2.4,"44,580"
"Glacier County, MT",7.5,"37,719"
"Golden Valley County, MT",4.1,"38,782"
"Granite County, MT",5.7,"48,410"
"Hill County, MT",3.7,"50,136"
"Jefferson County, MT",3.3,"68,381"
"Judith Basin County, MT",3.1,"50,197"
"Lake County, MT",4.2,"44,833"
"Lewis and Clark County, MT",3,"63,860"
"Liberty County, MT",2.5,"42,742"
"Lincoln County, MT",7.2,"40,602"
"McCone County, MT",2,"43,650"
"Madison County, MT",3.2,"53,031"
"Meagher County, MT",3.5,"44,572"
"Mineral County, MT",5.7,"43,458"
"Missoula County, MT",3.2,"56,207"
"Musselshell County, MT",3.9,"43,371"
"Park County, MT",3.4,"61,044"
"Petroleum County, MT",3.6,"41,009"
"Phillips County, MT",3.7,"44,730"
"Pondera County, MT",3.8,"42,890"
"Powder River County, MT",2.4,"47,378"
"Powell County, MT",3.6,"48,966"
"Prairie County, MT",3.8,"42,754"
"Ravalli County, MT",4,"50,055"
"Richland County, MT",2.7,"67,242"
"Roosevelt County, MT",4.3,"40,179"
"Rosebud County, MT",5,"57,674"
"Sanders County, MT",5.9,"39,861"
"Sheridan County, MT",2.2,"51,690"
"Silver Bow County, MT",3.8,"47,302"
"Stillwater County, MT",3.1,"66,226"
"Sweet Grass County, MT",2.8,"52,747"
"Teton County, MT",3.3,"48,368"
"Toole County, MT",2.4,"46,326"
"Treasure County, MT",2.7,"50,774"
"Valley County, MT",3.2,"48,390"
"Wheatland County, MT",3.8,"38,449"
"Wibaux County, MT",3,"49,532"
"Yellowstone County, MT",3.2,"59,975"
Nebraska,3,"59,724"
"Adams County, NE",3.2,"55,167"
"Antelope County, NE",2.6,"55,371"
"Arthur County, NE",5.4,"46,862"
"Banner County, NE",3.7,"53,865"
"Blaine County, NE",5,"44,467"
"Boone County, NE",2.7,"51,911"
"Box Butte County, NE",3.2,"57,952"
"Boyd County, NE",3.3,"42,431"
"Brown County, NE",3.5,"46,191"
"Buffalo County, NE",2.6,"59,193"
"Burt County, NE",3.4,"57,548"
"Butler County, NE",2.6,"57,208"
"Cass County, NE",3.3,"75,177"
"Cedar County, NE",2.5,"64,570"
"Chase County, NE",2.3,"54,866"
"Cherry County, NE",2.4,"49,782"
"Cheyenne County, NE",3.7,"53,132"
"Clay County, NE",3.2,"56,259"
"Colfax County, NE",2.7,"55,787"
"Cuming County, NE",2.7,"59,219"
"Custer County, NE",2.4,"49,995"
"Dakota County, NE",3.9,"55,522"
"Dawes County, NE",2.9,"47,487"
"Dawson County, NE",3,"56,818"
"Deuel County, NE",2.9,"47,097"
"Dixon County, NE",3.1,"54,635"
"Dodge County, NE",2.9,"51,682"
"Douglas County, NE",3.3,"64,580"
"Dundy County, NE",2.6,"48,574"
"Fillmore County, NE",2.6,"56,697"
"Franklin County, NE",3.4,"48,778"
"Frontier County, NE",3.3,"43,650"
"Furnas County, NE",2.8,"49,685"
"Gage County, NE",3.6,"49,931"
"Garden County, NE",2.9,"39,192"
"Garfield County, NE",2.7,"46,245"
"Gosper County, NE",2.6,"59,722"
"Grant County, NE",2.8,"56,724"
"Greeley County, NE",2.9,"45,221"
"Hall County, NE",3.5,"53,792"
"Hamilton County, NE",3,"60,608"
"Harlan County, NE",2.8,"49,321"
"Hayes County, NE",2.4,"47,047"
"Hitchcock County, NE",3.4,"43,880"
"Holt County, NE",2.6,"55,965"
"Hooker County, NE",3.1,"46,220"
"Howard County, NE",3.5,"52,292"
"Jefferson County, NE",2.7,"47,075"
"Johnson County, NE",3.5,"52,401"
"Kearney County, NE",2.3,"64,456"
"Keith County, NE",3.2,"52,086"
"Keya Paha County, NE",2.5,"48,429"
"Kimball County, NE",3,"46,986"
"Knox County, NE",3,"47,906"
"Lancaster County, NE",2.8,"58,618"
"Lincoln County, NE",3.5,"56,803"
"Logan County, NE",3,"55,531"
"Loup County, NE",4,"47,797"
"McPherson County, NE",2.7,"53,207"
"Madison County, NE",2.8,"55,226"
"Merrick County, NE",3.2,"56,493"
"Morrill County, NE",2.9,"49,151"
"Nance County, NE",3,"47,279"
"Nemaha County, NE",3.7,"52,069"
"Nuckolls County, NE",2.7,"46,954"
"Otoe County, NE",3.2,"60,734"
"Pawnee County, NE",2.9,"45,487"
"Perkins County, NE",2.3,"57,251"
"Phelps County, NE",2.6,"59,003"
"Pierce County, NE",2.7,"57,367"
"Platte County, NE",2.9,"63,656"
"Polk County, NE",2.8,"59,815"
"Red Willow County, NE",2.8,"49,034"
"Richardson County, NE",3.2,"47,573"
"Rock County, NE",3.1,"48,260"
"Saline County, NE",3.2,"54,569"
"Sarpy County, NE",2.9,"79,358"
"Saunders County, NE",2.8,"67,897"
"Scotts Bluff County, NE",3.7,"50,247"
"Seward County, NE",2.9,"71,024"
"Sheridan County, NE",2.8,"43,819"
"Sherman County, NE",3.2,"47,499"
"Sioux County, NE",2.8,"50,861"
"Stanton County, NE",2.6,"66,228"
"Thayer County, NE",2.7,"51,299"
"Thomas County, NE",3.5,"48,275"
"Thurston County, NE",4.5,"45,405"
"Valley County, NE",3.2,"48,604"
"Washington County, NE",2.9,"77,838"
"Wayne County, NE",2.6,"55,970"
"Webster County, NE",3.5,"45,058"
"Wheeler County, NE",2.8,"53,369"
"York County, NE",2.7,"61,478"
Nevada,3.9,"58,740"
"Churchill County, NV",3.5,"58,429"
"Clark County, NV",4,"57,155"
"Douglas County, NV",3.9,"70,495"
"Elko County, NV",3,"79,134"
"Esmeralda County, NV",3.7,"50,179"
"Eureka County, NV",2.4,"70,036"
"Humboldt County, NV",2.9,"72,873"
"Lander County, NV",3.2,"79,278"
"Lincoln County, NV",4,"55,504"
"Lyon County, NV",4.7,"59,732"
"Mineral County, NV",4,"44,438"
"Nye County, NV",5.1,"47,031"
"Pershing County, NV",4,"42,522"
"Storey County, NV",3.7,"68,236"
"Washoe County, NV",3.2,"63,636"
"White Pine County, NV",3,"58,942"
"Carson City, NV",3.9,"56,382"
New Hampshire,2.5,"75,322"
"Belknap County, NH",2.5,"64,777"
"Carroll County, NH",2.5,"59,413"
"Cheshire County, NH",2.6,"60,251"
"Coos County, NH",3.2,"44,259"
"Grafton County, NH",2.2,"65,163"
"Hillsborough County, NH",2.6,"78,714"
"Merrimack County, NH",2.3,"74,351"
"Rockingham County, NH",2.7,"93,645"
"Strafford County, NH",2.3,"69,919"
"Sullivan County, NH",2.3,"60,034"
New Jersey,3.6,"81,777"
"Atlantic County, NJ",5.1,"60,826"
"Bergen County, NJ",2.9,"100,181"
"Burlington County, NJ",3.3,"84,470"
"Camden County, NJ",4,"67,135"
"Cape May County, NJ",7.2,"62,175"
"Cumberland County, NJ",5.5,"51,790"
"Essex County, NJ",4.5,"62,875"
"Gloucester County, NJ",3.7,"81,315"
"Hudson County, NJ",3.3,"73,337"
"Hunterdon County, NJ",2.8,"112,335"
"Mercer County, NJ",3.2,"79,979"
"Middlesex County, NJ",3.1,"87,666"
"Monmouth County, NJ",3.2,"99,223"
"Morris County, NJ",2.8,"112,396"
"Ocean County, NJ",3.7,"68,483"
"Passaic County, NJ",4.3,"71,959"
"Salem County, NJ",4.8,"64,524"
"Somerset County, NJ",3,"119,731"
"Sussex County, NJ",3.4,"92,284"
"Union County, NJ",3.7,"80,737"
"Warren County, NJ",3.3,"77,571"
New Mexico,4.9,"47,405"
"Bernalillo County, NM",4.4,"51,372"
"Catron County, NM",6.2,"34,777"
"Chaves County, NM",4.9,"43,527"
"Cibola County, NM",6.3,"38,097"
"Colfax County, NM",4.7,"41,592"
"Curry County, NM",4.1,"47,202"
"De Baca County, NM",4.3,"35,087"
"Dona Ana County, NM",5.7,"38,409"
"Eddy County, NM",3.1,"58,320"
"Grant County, NM",4.8,"38,341"
"Guadalupe County, NM",5.3,"29,515"
"Harding County, NM",5.1,"37,544"
"Hidalgo County, NM",4.3,"39,882"
"Lea County, NM",3.9,"51,656"
"Lincoln County, NM",4.6,"45,095"
"Los Alamos County, NM",3.2,"124,947"
"Luna County, NM",12.2,"30,570"
"McKinley County, NM",7,"33,976"
"Mora County, NM",6,"34,491"
"Otero County, NM",4.9,"42,701"
"Quay County, NM",5.2,"33,085"
"Rio Arriba County, NM",5.3,"41,511"
"Roosevelt County, NM",4.5,"41,700"
"Sandoval County, NM",4.8,"57,036"
"San Juan County, NM",5.7,"46,578"
"San Miguel County, NM",5.8,"35,292"
"Santa Fe County, NM",3.9,"60,187"
"Sierra County, NM",6.8,"31,741"
"Socorro County, NM",5.8,"33,989"
"Taos County, NM",6,"38,405"
"Torrance County, NM",6.8,"39,123"
"Union County, NM",3.5,"40,426"
"Valencia County, NM",5.3,"46,365"
New York,4,"67,648"
"Albany County, NY",3.6,"64,536"
"Allegany County, NY",5.5,"46,262"
"Bronx County, NY",5.4,"38,566"
"Broome County, NY",4.7,"50,928"
"Cattaraugus County, NY",5.1,"48,017"
"Cayuga County, NY",4.3,"52,945"
"Chautauqua County, NY",4.7,"45,689"
"Chemung County, NY",4.2,"52,565"
"Chenango County, NY",4.4,"50,312"
"Clinton County, NY",4.4,"55,517"
"Columbia County, NY",3.2,"64,916"
"Cortland County, NY",4.9,"51,751"
"Delaware County, NY",4.7,"47,382"
"Dutchess County, NY",3.6,"79,604"
"Erie County, NY",4.3,"56,375"
"Essex County, NY",4.7,"54,376"
"Franklin County, NY",4.9,"48,722"
"Fulton County, NY",5,"51,388"
"Genesee County, NY",3.9,"58,925"
"Greene County, NY",4.5,"54,514"
"Hamilton County, NY",6,"59,020"
"Herkimer County, NY",4.9,"53,168"
"Jefferson County, NY",5.6,"52,798"
"Kings County, NY",4.1,"60,862"
"Lewis County, NY",5.5,"52,660"
"Livingston County, NY",4.2,"61,027"
"Madison County, NY",4.5,"59,114"
"Monroe County, NY",4.2,"60,240"
"Montgomery County, NY",5.1,"43,799"
"Nassau County, NY",3.4,"115,301"
"New York County, NY",3.5,"84,610"
"Niagara County, NY",5,"55,013"
"Oneida County, NY",4.3,"54,096"
"Onondaga County, NY",3.9,"59,786"
"Ontario County, NY",3.9,"62,930"
"Orange County, NY",3.8,"75,048"
"Orleans County, NY",4.7,"52,658"
"Oswego County, NY",5.4,"53,745"
"Otsego County, NY",4.2,"54,321"
"Putnam County, NY",3.7,"100,887"
"Queens County, NY",3.5,"68,432"
"Rensselaer County, NY",3.8,"71,084"
"Richmond County, NY",3.9,"79,719"
"Rockland County, NY",3.6,"88,960"
"St. Lawrence County, NY",5.5,"49,356"
"Saratoga County, NY",3.4,"83,210"
"Schenectady County, NY",3.8,"63,297"
"Schoharie County, NY",4.7,"57,757"
"Schuyler County, NY",4.7,"50,190"
"Seneca County, NY",3.8,"54,184"
"Steuben County, NY",4.6,"54,862"
"Suffolk County, NY",3.7,"100,075"
"Sullivan County, NY",4,"51,985"
"Tioga County, NY",4.1,"60,309"
"Tompkins County, NY",3.6,"57,383"
"Ulster County, NY",3.8,"63,073"
"Warren County, NY",4.6,"56,694"
"Washington County, NY",4.1,"55,913"
"Wayne County, NY",4,"61,118"
"Westchester County, NY",3.8,"94,521"
"Wyoming County, NY",4.4,"57,709"
"Yates County, NY",3.7,"51,089"
North Carolina,3.9,"53,922"
"Alamance County, NC",3.8,"50,480"
"Alexander County, NC",3.3,"49,138"
"Alleghany County, NC",4.8,"39,735"
"Anson County, NC",4.2,"38,023"
"Ashe County, NC",3.7,"41,864"
"Avery County, NC",3.7,"41,701"
"Beaufort County, NC",4.6,"46,411"
"Bertie County, NC",4.8,"35,433"
"Bladen County, NC",4.8,"36,976"
"Brunswick County, NC",5.2,"60,163"
"Buncombe County, NC",3,"53,960"
"Burke County, NC",3.7,"44,946"
"Cabarrus County, NC",3.6,"69,297"
"Caldwell County, NC",4.1,"43,328"
"Camden County, NC",3.9,"65,955"
"Carteret County, NC",4.2,"55,052"
"Caswell County, NC",4.5,"45,517"
"Catawba County, NC",3.6,"53,738"
"Chatham County, NC",3.4,"73,703"
"Cherokee County, NC",4.5,"41,262"
"Chowan County, NC",4.7,"42,618"
"Clay County, NC",4.5,"42,878"
"Cleveland County, NC",4,"42,728"
"Columbus County, NC",4.9,"36,862"
"Craven County, NC",4.1,"50,748"
"Cumberland County, NC",5.1,"46,779"
"Currituck County, NC",3.6,"64,426"
"Dare County, NC",4.7,"64,768"
"Davidson County, NC",3.7,"47,758"
"Davie County, NC",3.4,"60,801"
"Duplin County, NC",4.1,"42,725"
"Durham County, NC",3.4,"59,329"
"Edgecombe County, NC",5.9,"38,818"
"Forsyth County, NC",3.7,"50,112"
"Franklin County, NC",4,"57,710"
"Gaston County, NC",3.9,"52,798"
"Gates County, NC",4.1,"51,746"
"Graham County, NC",5.4,"39,502"
"Granville County, NC",3.4,"58,956"
"Greene County, NC",3.8,"43,591"
"Guilford County, NC",4.1,"52,166"
"Halifax County, NC",5.7,"36,760"
"Harnett County, NC",4.6,"51,225"
"Haywood County, NC",3.4,"47,183"
"Henderson County, NC",3.3,"54,012"
"Hertford County, NC",5.2,"38,216"
"Hoke County, NC",4.9,"47,892"
"Hyde County, NC",8.6,"40,653"
"Iredell County, NC",3.6,"60,044"
"Jackson County, NC",4.1,"44,502"
"Johnston County, NC",3.6,"60,296"
"Jones County, NC",3.9,"43,302"
"Lee County, NC",4.5,"48,984"
"Lenoir County, NC",3.8,"40,433"
"Lincoln County, NC",3.5,"62,963"
"McDowell County, NC",3.8,"43,972"
"Macon County, NC",3.9,"46,426"
"Madison County, NC",3.6,"44,693"
"Martin County, NC",5.1,"43,569"
"Mecklenburg County, NC",3.6,"64,509"
"Mitchell County, NC",4.6,"43,967"
"Montgomery County, NC",4,"47,757"
"Moore County, NC",3.8,"59,471"
"Nash County, NC",4.8,"50,122"
"New Hanover County, NC",3.6,"53,419"
"Northampton County, NC",5.2,"37,233"
"Onslow County, NC",4.6,"50,531"
"Orange County, NC",3.3,"71,920"
"Pamlico County, NC",3.8,"46,447"
"Pasquotank County, NC",4.6,"46,355"
"Pender County, NC",3.9,"54,900"
"Perquimans County, NC",5,"48,337"
"Person County, NC",4.2,"50,149"
"Pitt County, NC",4.2,"43,303"
"Polk County, NC",3.8,"50,467"
"Randolph County, NC",3.8,"48,372"
"Richmond County, NC",5.3,"38,514"
"Robeson County, NC",5.4,"35,407"
"Rockingham County, NC",4.4,"41,869"
"Rowan County, NC",4,"46,864"
"Rutherford County, NC",4.9,"42,831"
"Sampson County, NC",3.9,"42,807"
"Scotland County, NC",6.6,"36,730"
"Stanly County, NC",3.7,"51,491"
"Stokes County, NC",3.6,"50,826"
"Surry County, NC",3.7,"46,342"
"Swain County, NC",4,"43,121"
"Transylvania County, NC",3.7,"51,398"
"Tyrrell County, NC",5.9,"36,765"
"Union County, NC",3.5,"80,428"
"Vance County, NC",5.8,"40,263"
"Wake County, NC",3.3,"80,169"
"Warren County, NC",5.7,"38,430"
"Washington County, NC",5.9,"36,042"
"Watauga County, NC",3.5,"48,489"
"Wayne County, NC",4.1,"41,572"
"Wilkes County, NC",4.1,"44,080"
"Wilson County, NC",5.8,"44,015"
"Yadkin County, NC",3.4,"49,070"
"Yancey County, NC",3.8,"44,756"
North Dakota,2.4,"65,250"
"Adams County, ND",2.2,"53,162"
"Barnes County, ND",3,"54,984"
"Benson County, ND",4.2,"42,407"
"Billings County, ND",2.6,"76,235"
"Bottineau County, ND",3.3,"59,161"
"Bowman County, ND",1.6,"62,270"
"Burke County, ND",2.3,"63,261"
"Burleigh County, ND",2.4,"72,277"
"Cass County, ND",2,"63,885"
"Cavalier County, ND",2.8,"60,314"
"Dickey County, ND",1.9,"53,286"
"Divide County, ND",1.4,"58,715"
"Dunn County, ND",1.6,"66,383"
"Eddy County, ND",4.5,"51,327"
"Emmons County, ND",4.1,"47,976"
"Foster County, ND",2.7,"58,096"
"Golden Valley County, ND",1.8,"58,075"
"Grand Forks County, ND",2.1,"54,311"
"Grant County, ND",2.3,"41,295"
"Griggs County, ND",2.5,"54,250"
"Hettinger County, ND",2,"51,455"
"Kidder County, ND",4,"45,401"
"LaMoure County, ND",2.1,"54,514"
"Logan County, ND",2.3,"50,141"
"McHenry County, ND",3.5,"54,795"
"McIntosh County, ND",3,"47,288"
"McKenzie County, ND",1.6,"76,224"
"McLean County, ND",3.2,"64,524"
"Mercer County, ND",4.2,"82,303"
"Morton County, ND",3,"68,043"
"Mountrail County, ND",1.4,"67,162"
"Nelson County, ND",3.1,"50,093"
"Oliver County, ND",3.7,"68,243"
"Pembina County, ND",3.5,"58,766"
"Pierce County, ND",3.2,"47,360"
"Ramsey County, ND",2.9,"54,814"
"Ransom County, ND",1.7,"61,634"
"Renville County, ND",2.5,"60,205"
"Richland County, ND",2.3,"61,174"
"Rolette County, ND",8.2,"42,021"
"Sargent County, ND",1.8,"64,756"
"Sheridan County, ND",4.3,"39,439"
"Sioux County, ND",3.9,"37,002"
"Slope County, ND",2.3,"49,843"
"Stark County, ND",2,"71,888"
"Steele County, ND",2.1,"66,929"
"Stutsman County, ND",2.3,"57,002"
"Towner County, ND",2.8,"51,848"
"Traill County, ND",2.6,"59,931"
"Walsh County, ND",3.3,"59,705"
"Ward County, ND",2.5,"63,938"
"Wells County, ND",3.1,"58,261"
"Williams County, ND",1.8,"79,354"
Ohio,4.1,"56,155"
"Adams County, OH",6.8,"42,154"
"Allen County, OH",4,"50,301"
"Ashland County, OH",4.2,"54,362"
"Ashtabula County, OH",4.8,"46,950"
"Athens County, OH",5.3,"40,416"
"Auglaize County, OH",3,"63,754"
"Belmont County, OH",5.6,"48,989"
"Brown County, OH",5,"55,334"
"Butler County, OH",3.8,"61,053"
"Carroll County, OH",5,"50,002"
"Champaign County, OH",3.7,"57,701"
"Clark County, OH",4.3,"50,089"
"Clermont County, OH",3.7,"65,280"
"Clinton County, OH",4.7,"53,947"
